feature_1,feature_2,target
0.9685025377011173,-0.9581488272639092,0
0.6229893233200412,-1.9474251573344918,0
1.4528121591647816,1.2529706228803343,1
-0.35363010053226407,-1.2027046128694174,2
1.6791072900330335,1.1327183591272814,1
1.6803942814486303,1.1929531392032995,1
1.1768733434416738,-0.4758089639135016,2
0.6128665451965238,1.6518067850594433,1
1.751463460184795,-0.006524509140975576,1
-0.8283414748190884,-1.112317314695975,2
0.7636268693044306,-1.3293323677770297,0
0.7513715056671081,-1.469615343549564,0
1.1577240558307593,-0.061323188823014796,1
1.1508499224976403,1.4664734760877867,1
-1.7156132566995324,-0.7883297872252013,2
-1.6041290333797318,-1.0281891368205565,2
1.4562507102180597,0.5728523088915876,1
1.5113807446793306,-0.007345419314684021,0
-0.304687995131232,-1.0994575216138691,2
0.6614951771434083,1.417257523230964,1
